Start Date,Name,Area,City,Postcode,Number Of Lettings,Hmo TypesDescription
2017/8/8,160 Rhymney Street, Cathays, Cardiff, CF24 4DJ,5,Shared House
2017/8/8,115 Rhymney Street, Cathays, Cardiff, CF24 4DL,0,Shared House
2017/8/8,115 Rhymney Street, Cathays, Cardiff, CF24 4DL,5,Shared House
2017/8/8,45 Scholars Drive, Penylan, Cardiff, CF23 9FE,3,Shared House
2017/8/8,4 Donald Street, Roath, Cardiff, CF24 4TQ,0,Shared House
2017/8/9,11 Whitchurch Place, Cathays, Cardiff, CF24 4HD,0,Shared House
2017/8/9,8 Minister Street, Cathays, Cardiff, CF24 4HR,7,Shared House
2017/8/10,82 Colum Road, Cathays, Cardiff, CF10 3EH,1,Shared House
2017/8/10,85 Wyeverne Road, Cathays, Cardiff, CF24 4BG,0,Shared House
2017/8/10,86 Flora Street, Cathays, Cardiff, CF24 4EQ,0,Shared House
2017/8/10,154 Cottrell Road, Roath, Cardiff, CF24 3EX,5,
2017/8/11,25 Colum Road, Cathays, Cardiff, CF10 3EE,0,Shared House
2017/8/11,51 Llantrisant Street, Cathays, Cardiff, CF24 4JD,6,Shared House
2017/8/11,15 Richmond Road, Roath, Cardiff, CF24 3AQ,8,Flats Section 257
2017/8/11,88 City Road, Roath, Cardiff, CF24 3DD,5,
2017/8/14,8 Tewkesbury Place, Cathays, Cardiff, CF24 4QU,4,Shared House
2017/8/14,222 Inverness Place, Roath, Cardiff, CF24 4SB,1,Shared House
2017/8/16,43 Rhymney Street, Cathays, Cardiff, CF24 4DH,4,Shared House
2017/8/17,10 Llantrisant Street, Cathays, Cardiff, CF24 4JB,0,Shared House
2017/8/17,39 Lisvane Street, Cathays, Cardiff, CF24 4LH,5,Shared House
2017/8/17,122 Malefant Street, Cathays, Cardiff, CF24 4QF,0,Shared House
2017/8/17,37 Monthermer Road, Cathays, Cardiff, CF24 4QX,0,Shared House
2017/8/21,14 Brithdir Street, Cathays, Cardiff, CF24 4LG,5,Shared House
2017/8/23,9 Lochaber Street, Roath, Cardiff, CF24 3LS,5,
2017/8/24,118 Lisvane Street, Cathays, Cardiff, CF24 4LN,6,Shared House
2017/8/24,Flat 1 6a Gwennyth Street, Cathays, Cardiff, CF24 4PH,5,Other residential
2017/8/25,138a Woodville Road, Cathays, Cardiff, CF24 4EE,1,Shared House
2017/8/25,64 Daniel Street, Cathays, Cardiff, CF24 4NY,3,Shared House
2017/8/25,6c Gwennyth Street, Cathays, Cardiff, CF24 4PH,5,Other residential
2017/8/25,85 Tewkesbury Street, Cathays, Cardiff, CF24 4QR,4,Shared House
2017/8/29,52 Colum Road, Cathays, Cardiff, CF10 3EH,3,Shared House
2017/8/29,69 Coburn Street, Cathays, Cardiff, CF24 4BR,3,Shared House
2017/8/29,7 Whitchurch Place, Cathays, Cardiff, CF24 4HD,0,Shared House
2017/8/29,52 Llantrisant Street, Cathays, Cardiff, CF24 4JE,0,Shared House
2017/8/29,18 Hirwain Street, Cathays, Cardiff, CF24 4JH,4,Shared House
2017/8/29,150 Woodville Road, Cathays, Cardiff, CF24 4NW,4,Shared House
2017/8/29,44 Malefant Street, Cathays, Cardiff, CF24 4QH,4,Shared House
2017/8/29,126 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,6,Shared House
2017/8/29,Flat 2              29 Richmond Road, Roath, Cardiff, CF24 3AQ,9,Flat in Multiple Occupation
2017/8/29,Flat 2 23 Richmond Road, Roath, Cardiff, CF24 3AQ,5,Flat in Multiple Occupation
2017/8/29,96 Angus Street, Roath, Cardiff, CF24 3LX,5,Shared House
2017/8/29,4 Alfred Street, Roath, Cardiff, CF24 4TY,6,Shared House
2017/8/30,57 Pencisely Road, Canton, Cardiff, CF5 1DH,6,Bedsits
2017/8/30,58 Flora Street, Cathays, Cardiff, CF24 4EQ,4,Shared House
2017/8/30,41 Cwmdare Street, Cathays, Cardiff, CF24 4JY,6,Shared House
2017/8/30,80 Gelligaer Street, Cathays, Cardiff, CF24 4LB,8,Shared House
2017/8/30,89 Tewkesbury Street, Cathays, Cardiff, CF24 4QR,4,Shared House
2017/8/30,30 Monthermer Road, Cathays, Cardiff, CF24 4RA,4,Shared House
2017/9/5,131 Rhymney Street, Cathays, Cardiff, CF24 4DL,4,Shared House
2017/9/6,22 Gelligaer Street, Cathays, Cardiff, CF24 4LA,5,Shared House
2017/9/6,105 Crwys Road, Cathays, Cardiff, CF24 4NF,0,Shared House
2017/9/6,143 Glenroy Street, Roath, Cardiff, CF24 3LA,4,
2017/9/8,7 Norman Street, Cathays, Cardiff, CF24 4NU,4,Shared House
2017/9/11,2 Cogan Terrace, Cathays, Cardiff, CF24 4AX,6,Shared House
2017/9/13,55 North Road, Cathays, Cardiff, CF10 3DX,4,Shared House
2017/9/13,26 Salisbury Road, Cathays, Cardiff, CF24 4AD,3,Shared House
2017/9/13,14 Cogan Terrace, Cathays, Cardiff, CF24 4AX,3,Self Contained Flats
2017/9/13,16 Cogan Terrace, Cathays, Cardiff, CF24 4AX,3,Self Contained Flats
2017/9/13,1 Fitzroy Street, Cathays, Cardiff, CF24 4BL,6,Shared House
2017/9/13,79 Brithdir Street, Cathays, Cardiff, CF24 4LF,7,Shared House
2017/9/13,102 Lisvane Street, Cathays, Cardiff, CF24 4LN,0,Shared House
2017/9/13,159 Arabella Street, Roath, Cardiff, CF24 4SY,5,Shared House
2017/9/14,54 Brithdir Street, Cathays, Cardiff, CF24 4LF,0,Shared House
2017/9/14,13 Lisvane Street, Cathays, Cardiff, CF24 4LH,5,Shared House
2017/9/14,66 Diana Street, Roath, Cardiff, CF24 4TW,5,Shared House
2017/9/15,3 Lisvane Street, Cathays, Cardiff, CF24 4LH,5,Shared House
2017/9/15,68 Monthermer Road, Cathays, Cardiff, CF24 4QY,5,Shared House
2017/9/19,9 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,6,Shared House
2017/9/20,487 Cowbridge Road East, Canton, Cardiff, CF5 1BB,5,Other residential
2017/9/20,"First Floor And Second Floor Flat,17a Salisbury Road", Cathays, Cardiff, CF24 4AA,4,Flats Section 257
2017/9/20,42 Miskin Street, Cathays, Cardiff, CF24 4AQ,6,Shared House
2017/9/20,27 Malefant Street, Cathays, Cardiff, CF24 4QB,6,Shared House
2017/9/20,27 Glenroy Street, Roath, Cardiff, CF24 3JX,6,Shared House
2017/9/22,30 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,7,Shared House
2017/9/22,50 Thesiger Street, Cathays, Cardiff, CF24 4BN,4,Shared House
2017/9/22,52 May Street, Cathays, Cardiff, CF24 4EX,7,Shared House
2017/9/25,45 Llantrisant Street, Cathays, Cardiff, CF24 4JD,5,Shared House
2017/9/25,24 Gelligaer Street, Cathays, Cardiff, CF24 4LA,6,Shared House
2017/9/25,11 Robert Street, Cathays, Cardiff, CF24 4PB,1,Shared House
2017/9/25,18 Alfred Street, Roath, Cardiff, CF24 4TY,5,Shared House
2017/9/26,6 Rhymney Street, Cathays, Cardiff, CF24 4DF,7,Shared House
2017/9/26,176 Rhymney Street, Cathays, Cardiff, CF24 4DJ,5,Shared House
2017/9/26,92 Lisvane Street, Cathays, Cardiff, CF24 4LN,4,Shared House
2017/9/26,174 Inverness Place, Roath, Cardiff, CF24 4SB,4,Shared House
2017/9/26,127 Diana Street, Roath, Cardiff, CF24 4TU,4,Shared House
2017/9/27,40 Thesiger Street, Cathays, Cardiff, CF24 4BN,4,Shared House
2017/9/27,21 Cathays Terrace, Cathays, Cardiff, CF24 4HS,4,Shared House
2017/9/27,31 Merthyr Street, Cathays, Cardiff, CF24 4JL,3,Shared House
2017/9/27,5 Treherbert Street, Cathays, Cardiff, CF24 4JN,4,Shared House
2017/9/27,29 Brithdir Street, Cathays, Cardiff, CF24 4LE,6,Shared House
2017/9/27,34 Robert Street, Cathays, Cardiff, CF24 4PD,4,Shared House
2017/9/27,42 Malefant Street, Cathays, Cardiff, CF24 4QH,5,Shared House
2017/9/28,8 Coburn Street, Cathays, Cardiff, CF24 4BS,4,Shared House
2017/9/28,132 Woodville Road, Cathays, Cardiff, CF24 4EE,1,Shared House
2017/9/28,12 Treorchy Street, Cathays, Cardiff, CF24 4JP,0,Shared House
2017/9/28,91 Keppoch Street, Roath, Cardiff, CF24 3JT,8,Shared House
2017/9/29,34 Colum Road, Cathays, Cardiff, CF10 3EH,3,Shared House
2017/9/29,103 Harriet Street, Cathays, Cardiff, CF24 4BX,8,Shared House
2017/9/29,35 Cwmdare Street, Cathays, Cardiff, CF24 4JY,4,Shared House
2017/9/29,62 Gelligaer Street, Cathays, Cardiff, CF24 4LB,5,Shared House
2017/10/2,23 Letty Street, Cathays, Cardiff, CF24 4EL,4,Shared House
2017/10/3,3 Fitzroy Street, Cathays, Cardiff, CF24 4BL,7,Shared House
2017/10/3,1 Tewkesbury Place, Cathays, Cardiff, CF24 4QU,9,Shared House
2017/10/3,1 Plantagenet Street, Riverside, Cardiff, CF11 6AS,4,Shared House
2017/10/4,150 Rhymney Street, Cathays, Cardiff, CF24 4DJ,4,Shared House
2017/10/4,80 May Street, Cathays, Cardiff, CF24 4EY,5,Shared House
2017/10/4,153 Cathays Terrace, Cathays, Cardiff, CF24 4HW,5,Shared House
2017/10/4,34 Llantrisant Street, Cathays, Cardiff, CF24 4JE,5,Shared House
2017/10/4,36 Daniel Street, Cathays, Cardiff, CF24 4NY,4,Shared House
2017/10/5,51 Monthermer Road, Cathays, Cardiff, CF24 4QX,3,Shared House
2017/10/5,152 Mackintosh Place, Roath, Cardiff, CF24 4RS,5,Shared House
2017/10/9,108 Connaught Road, Roath, Cardiff, CF24 3PY,8,Flats Section 257
2017/10/10,1 Pentyrch Street, Cathays, Cardiff, CF24 4JW,6,Shared House
2017/10/10,98 Lisvane Street, Cathays, Cardiff, CF24 4LN,4,Shared House
2017/10/11,7 Treorchy Street, Cathays, Cardiff, CF24 4JP,5,Shared House
2017/10/11,120 Lisvane Street, Cathays, Cardiff, CF24 4LN,6,Shared House
2017/10/11,15 City Road, Roath, Cardiff, CF24 3BJ,1,Shared House
2017/10/11,63 Bedford Street, Roath, Cardiff, CF24 3DA,3,Shared House
2017/10/12,51 Brithdir Street, Cathays, Cardiff, CF24 4LE,2,Combined HMO/ Flat/s
2017/10/12,4 Shirley Road, Roath, Cardiff, CF23 5HN,7,Flats Section 257
2017/10/12,"21 Richmond Crescent, Flats 1-4", Roath, Cardiff, CF24 3AH,6,Flats Section 257
2017/10/12,111 Richmond Road, Roath, Cardiff,CF24 3BS,6,Flats Section 257
2017/10/13,104 Salisbury Road, Cathays, Cardiff, CF24 4AE,4,Shared House
2017/10/16,12 South Luton Place, Adamsdown, Cardiff, CF24 0EX,6,Shared House
2017/10/17,16 Maindy Road, Cathays, Cardiff, CF24 4HP,6,Shared House
2017/10/17,22 Wordsworth Avenue, Roath, Cardiff, CF24 3FR,7,Shared House
2017/10/17,24 Claude Road, Roath, Cardiff, CF24 3PZ,5,Shared House
2017/10/17,51 Claude Road, Roath, Cardiff, CF24 3QB,0,Flats Section 257
2017/10/19,6 Wellfield Place, Roath, Cardiff, CF24 3PD,4,
2017/10/19,119 Moy Road, Roath, Cardiff, CF24 4TF,0,Shared House
2017/10/20,143 Inverness Place, Roath, Cardiff, CF24 4RX,1,Shared House
2017/10/20,72 Donald Street, Roath, Cardiff, CF24 4TR,4,Shared House
2017/10/23,154 Mackintosh Place, Roath, Cardiff, CF24 4RS,0,Flats Section 257
2017/10/24,98 Cyfarthfa Street, Roath, Cardiff, CF24 3HG,7,Shared House
2017/10/24,65 Bangor Street, Roath, Cardiff, CF24 3LQ,0,Shared House
2017/10/24,5 Crwys Place, Roath, Cardiff, CF24 4NS,3,Shared House
2017/10/25,18 Brithdir Street, Cathays, Cardiff, CF24 4LG,4,Shared House
2017/10/25,14 Bruce Street, Cathays, Cardiff, CF24 4PJ,6,Shared House
2017/10/26,100 Harriet Street, Cathays, Cardiff, CF24 4BX,0,Shared House
2017/10/27,29 Llanbleddian Gardens, Cathays, Cardiff,CF24 4AT,6,Shared House
2017/10/30,175a City Road, Roath, Cardiff, CF24 3JB,0,Shared House
2017/10/30,10 Wellfield Place, Roath, Cardiff, CF24 3PD,5,Shared House
2017/10/31,94 Colum Road, Cathays, Cardiff, CF10 3EH,6,Shared House
2017/10/31,22 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,5,Shared House
2017/10/31,97 May Street, Cathays, Cardiff, CF24 4EZ,5,Shared House
2017/10/31,85 Crwys Road, Cathays, Cardiff, CF24 4NF,0,Shared House
2017/10/31,21 Pen-Y-Wain Place, Roath, Cardiff, CF24 4GA,0,Private rented house
2017/11/2,32 Cosmeston Street, Cathays, Cardiff, CF24 4LP,4,Shared House
2017/11/3,15 Colum Road, Cathays, Cardiff, CF10 3EE,6,Shared House
2017/11/3,55 Blackweir Terrace, Cathays, Cardiff, CF10 3EQ,6,Shared House
2017/11/3,15 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,6,Flats Section 257
2017/11/3,13 Richards Street, Cathays, Cardiff, CF24 4DA,4,Shared House
2017/11/3,85 Woodville Road, Cathays, Cardiff, CF24 4DX,4,Shared House
2017/11/3,6 Lisvane Street, Cathays, Cardiff, CF24 4LL,5,Shared House
2017/11/3,9 Malefant Street, Cathays, Cardiff, CF24 4QB,6,Shared House
2017/11/3,1 Dogfield Street, Cathays, Cardiff, CF24 4QJ,7,Shared House
2017/11/7,71 Clarence Embankment, Butetown, Cardiff, CF10 5GR,5,Shared House
2017/11/8,24 Harriet Street, Cathays, Cardiff, CF24 4BY,5,Shared House
2017/11/8,21 Dogfield Street, Cathays, Cardiff, CF24 4QJ,7,Shared House
2017/11/9,7 Harriet Street, Cathays, Cardiff, CF24 4BU,4,Shared House
2017/11/9,101 Harriet Street, Cathays, Cardiff, CF24 4BX,7,Shared House
2017/11/9,75 Cathays Terrace, Cathays, Cardiff, CF24 4HT,6,Shared House
2017/11/9,64 Llantrisant Street, Cathays, Cardiff, CF24 4JE,5,Shared House
2017/11/13,13 Llantwit Street, Cathays, Cardiff, CF24 4AJ,3,Shared House
2017/11/13,55 Ninian Road, Roath, Cardiff, CF23 5EJ,9,Flat in Multiple Occupation
2017/11/14,31 Thesiger Street, Cathays, Cardiff, CF24 4BP,4,Shared House
2017/11/14,33 Thesiger Street, Cathays, Cardiff, CF24 4BP,0,Shared House
2017/11/14,55 Coburn Street, Cathays, Cardiff, CF24 4BR,5,Shared House
2017/11/14,177 Rhymney Street, Cathays, Cardiff, CF24 4DL,5,Shared House
2017/11/16,7 Mundy Place, Cathays, Cardiff, CF24 4BZ,0,Shared House
2017/11/16,12 Rhymney Terrace, Cathays, Cardiff, CF24 4DE,6,Shared House
2017/11/16,74a Woodville Road, Cathays, Cardiff, CF24 4EB,0,Flats Section 257
2017/11/16,165 Cathays Terrace, Cathays, Cardiff, CF24 4HW,4,Shared House
2017/11/16,7 Pentyrch Street, Cathays, Cardiff, CF24 4JW,7,Shared House
2017/11/16,19 Brithdir Street, Cathays, Cardiff, CF24 4LE,4,Shared House
2017/11/16,178 North Road, Gabalfa, Cardiff, CF14 3BJ,5,Shared House
2017/11/16,8 Cottrell Road, Roath, Cardiff, CF24 3EY,4,Shared House
2017/11/16,43 Kincraig Street, Roath, Cardiff, CF24 3HW,5,Shared House
2017/11/17,105 Harriet Street, Cathays, Cardiff, CF24 4BX,6,Shared House
2017/11/17,31 Monthermer Road, Cathays, Cardiff, CF24 4QX,6,Shared House
2017/11/17,19 Keppoch Street, Roath, Cardiff, CF24 3JS,6,Shared House
2017/11/17,64 Diana Street, Roath, Cardiff, CF24 4TW,0,Shared House
2017/11/20,20 Cwmdare Street, Cathays, Cardiff, CF24 4JZ,4,Shared House
2017/11/21,51 Colum Road, Cathays, Cardiff, CF10 3EF,3,Shared House
2017/11/21,20 Miskin Street, Cathays, Cardiff, CF24 4AQ,8,Shared House
2017/11/21,111 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,4,Shared House
2017/11/21,9 Cwmdare Street, Cathays, Cardiff, CF24 4JY,0,Shared House
2017/11/21,2a Keppoch Street, Roath, Cardiff, CF24 3JW,9,Shared House
2017/11/22,79 Connaught Road, Roath, Cardiff, CF24 3PX,6,Shared House
2017/11/22,132 Mackintosh Place, Roath, Cardiff, CF24 4RR,5,Shared House
2017/11/23,1 Llantrisant Street, Cathays, Cardiff, CF24 4JB,5,Shared House
2017/11/27,9 Mundy Place, Cathays, Cardiff, CF24 4BZ,6,Shared House
2017/11/27,87 Richmond Road, Roath, Cardiff, CF24 3BS,6,Shared House
2017/11/28,1 Letty Street, Cathays, Cardiff, CF24 4EJ,3,Shared House
2017/11/28,66 Llantrisant Street, Cathays, Cardiff, CF24 4JE,4,Shared House
2017/11/28,15 Darran Street, Cathays, Cardiff, CF24 4JF,3,Shared House
2017/11/28,24 Pentyrch Street, Cathays, Cardiff, CF24 4JX,3,Shared House
2017/11/28,21 Strathnairn Street, Roath, Cardiff, CF24 3JL,6,Shared House
2017/11/29,4 Strathnairn Street, Roath, Cardiff, CF24 3JN,0,Private rented house
2017/11/30,198 Rhymney Street, Cathays, Cardiff, CF24 4DJ,3,Shared House
2017/11/30,78 Brithdir Street, Cathays, Cardiff, CF24 4LF,4,Shared House
2017/11/30,18 Daniel Street, Cathays, Cardiff, CF24 4NX,3,Shared House
2017/11/30,46 Monthermer Road, Cathays, Cardiff, CF24 4RA,4,Shared House
2017/12/1,8 Rhymney Terrace, Cathays, Cardiff, CF24 4DE,0,Shared House
2017/12/1,8 Woodville Road, Cathays, Cardiff, CF24 4EA,7,
2017/12/1,134 Mackintosh Place, Roath, Cardiff, CF24 4RR,0,Shared House
2017/12/4,1a Llantrisant Street, Cathays, Cardiff, CF24 4JB,4,Shared House
2017/12/4,37a Gordon Road, Roath, Cardiff, CF24 3AL,6,Shared House
2017/12/4,11 Cyfarthfa Street, Roath, Cardiff, CF24 3HE,3,Shared House
2017/12/5,109 Cathays Terrace, Cathays, Cardiff, CF24 4HU,5,Shared House
2017/12/5,141 Malefant Street, Cathays, Cardiff, CF24 4QF,6,Shared House
2017/12/6,10 Gordon Road, Roath, Cardiff, CF24 3AJ,4,Flats Section 257
2017/12/7,41 Thesiger Street, Cathays, Cardiff, CF24 4BP,5,Shared House
2017/12/7,17 Darran Street, Cathays, Cardiff, CF24 4JF,4,Shared House
2017/12/7,4 Cyfarthfa Street, Roath, Cardiff, CF24 3HE,4,Shared House
2017/12/7,35 Keppoch Street, Roath, Cardiff, CF24 3JS,0,Shared House
2017/12/7,56 Claude Road, Roath, Cardiff, CF24 3QA,3,Flats Section 257
2017/12/8,40 Topaz Street, Adamsdown, Cardiff, CF24 1PH,6,Shared House
2017/12/8,99 Dogfield Street, Cathays, Cardiff, CF24 4QN,3,Shared House
2017/12/11,37 Flora Street, Cathays, Cardiff, CF24 4EQ,4,Shared House
2017/12/11,76 Malefant Street, Cathays, Cardiff, CF24 4QH,5,Shared House
2017/12/12,20 Northcote Street, Roath, Cardiff, CF24 3BH,0,Shared House
2017/12/12,59 Oakfield Street, Roath, Cardiff, CF24 3RF,8,
2017/12/13,9 Merthyr Street, Cathays, Cardiff, CF24 4JL,6,Shared House
2017/12/14,23 Shirley Road, Roath, Cardiff, CF23 5HL,5,Shared House
2017/12/15,17 Clun Terrace, Cathays, Cardiff, CF24 4RB,0,Shared House
2017/12/15,57 Oakfield Street, Roath, Cardiff, CF24 3RF,4,Flats Section 257
2017/12/18,30 Strathnairn Street, Roath, Cardiff, CF24 3JN,1,Private rented house
2017/12/19,3 Wellfield Place, Roath, Cardiff, CF24 3PD,1,Shared House
2017/12/21,23 Colum Road, Cathays, Cardiff, CF10 3EE,5,Shared House
2017/12/21,11 Hirwain Street, Cathays, Cardiff, CF24 4JG,6,Shared House
2017/12/21,5 Treorchy Street, Cathays, Cardiff, CF24 4JP,5,Shared House
2017/12/21,10 Gelligaer Street, Cathays, Cardiff, CF24 4LA,7,Shared House
2017/12/21,12 Russell Street, Roath, Cardiff, CF24 3BG,1,Shared House
2017/12/27,24 Alexander Street, Cathays, Cardiff, CF24 4NT,1,Private rented house
2017/12/27,133 Donald Street, Roath, Cardiff, CF24 4TN,4,Shared House
2017/12/29,1a Cranbrook Street, Cathays, Cardiff, CF24 4AL,0,Shared House
2017/12/29,"Flat 1, 25 Woodville Road", Cathays, Cardiff, CF24 4DW,0,
2017/12/29,"Flat 2, 25 Woodville Road", Cathays, Cardiff, CF24 4DW,5,
2017/12/29,118 Cathays Terrace, Cathays, Cardiff, CF24 4HY,0,Shared House
2017/12/29,138 Cathays Terrace, Cathays, Cardiff, CF24 4HZ,7,
2017/12/29,16 Clive Street, Grangetown, Cardiff, CF11 7JB,6,
2017/12/29,76 Arran Street, Roath, Cardiff, CF24 3HT,0,
2017/12/29,117 Moy Road, Roath, Cardiff, CF24 4TF,0,Shared House
2017/12/29,137 Moy Road, Roath, Cardiff, CF24 4TG,0,
2018/1/2,78 Harriet Street, Cathays, Cardiff, CF24 4BW,0,
2018/1/2,13 Donald Street, Roath, Cardiff, CF24 4TJ,1,Shared House
2018/1/3,122 Colum Road, Cathays, Cardiff, CF10 3EJ,3,
2018/1/3,60 Minny Street, Cathays, Cardiff, CF24 4ET,5,Shared House
2018/1/3,9 May Street, Cathays, Cardiff, CF24 4EW,7,Shared House
2018/1/3,29 May Street, Cathays, Cardiff, CF24 4EX,4,Shared House
2018/1/3,76 Llantrisant Street, Cathays, Cardiff, CF24 4JE,1,Shared House
2018/1/3,11 Pentyrch Street, Cathays, Cardiff, CF24 4JW,0,Shared House
2018/1/3,4 Connaught Road, Roath, Cardiff, CF24 3PT,3,Combined HMO/ Flat/s
2018/1/5,29 Colum Road, Cathays, Cardiff, CF10 3EE,6,Shared House
2018/1/5,152 Woodville Road, Cathays, Cardiff, CF24 4NW,5,Shared House
2018/1/5,40 Dogfield Street, Cathays, Cardiff, CF24 4QZ,5,Shared House
2018/1/5,64 Llanishen Street, Gabalfa, Cardiff, CF14 3QD,5,Shared House
2018/1/5,15 Tydfil Place, Roath, Cardiff, CF23 5HP,2,Shared House
2018/1/5,14 Violet Row, Roath, Cardiff, CF24 4SF,6,Flats Section 257
2018/1/12,36 Hirwain Street, Cathays, Cardiff, CF24 4JH,4,Shared House
2018/1/16,23 May Street, Cathays, Cardiff, CF24 4EW,6,Shared House
2018/1/16,"Apartment 11 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,5,Flat in Multiple Occupation
2018/1/16,"Apartment 13 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,4,Flat in Multiple Occupation
2018/1/16,"Apartment 4 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,6,Flat in Multiple Occupation
2018/1/16,"Apartment 7 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,6,Flat in Multiple Occupation
2018/1/16,"Apartment 9 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,6,Flat in Multiple Occupation
2018/1/16,33 Clun Terrace, Cathays, Cardiff, CF24 4RB,4,Shared House
2018/1/16,107 Cyfarthfa Street, Roath, Cardiff, CF24 3HG,0,Shared House
2018/1/17,53 Cwmdare Street, Cathays, Cardiff, CF24 4JZ,4,Shared House
2018/1/17,"Apartment 1 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,4,Flat in Multiple Occupation
2018/1/17,"Apartment 12 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,6,Flat in Multiple Occupation
2018/1/17,"Apartment 2 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,6,Flat in Multiple Occupation
2018/1/17,"Apartment 26 Corner House,Crwys Road", Cathays, Cardiff, CF24 4NB,3,Flat in Multiple Occupation
2018/1/17,"Apartment 3 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,4,Flat in Multiple Occupation
2018/1/17,"Apartment 6 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,3,Flat in Multiple Occupation
2018/1/17,"Apartment 8 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,5,Flat in Multiple Occupation
2018/1/17,123a Crwys Road, Cathays, Cardiff, CF24 4NG,3,Shared House
2018/1/17,75 Moy Road, Roath, Cardiff, CF24 4TD,5,Shared House
2018/1/23,56 Llantrisant Street, Cathays, Cardiff, CF24 4JE,0,Shared House
2018/1/23,10 Merthyr Street, Cathays, Cardiff, CF24 4JJ,6,Shared House
2018/1/23,63 Lisvane Street, Cathays, Cardiff, CF24 4LJ,4,Shared House
2018/1/23,52 Lisvane Street, Cathays, Cardiff, CF24 4LL,4,Shared House
2018/1/23,"Apartment 14 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,7,Flat in Multiple Occupation
2018/1/23,2 Lochaber Street, Roath, Cardiff, CF24 3LS,3,Shared House
2018/1/24,171 Cathays Terrace, Cathays, Cardiff, CF24 4HW,5,Shared House
2018/1/24,"Apartment 16 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,4,Flat in Multiple Occupation
2018/1/24,"Apartment 17 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,6,Flat in Multiple Occupation
2018/1/24,"Apartment 18 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,4,Flat in Multiple Occupation
2018/1/24,"Apartment 21 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,4,Flat in Multiple Occupation
2018/1/24,"Apartment 22 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,6,Flat in Multiple Occupation
2018/1/24,"Apartment 23 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,4,Flat in Multiple Occupation
2018/1/25,"Apartment 19 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,2,Flat in Multiple Occupation
2018/1/25,"Apartment 24 Corner House, Crwys Road", Cathays, Cardiff, CF24 4NB,6,Flat in Multiple Occupation
2018/1/25,24 Bedford Street , Roath, Cardiff, CF24 3BZ,4,Flats Section 257
2018/1/26,8 Russell Street, Roath, Cardiff, CF24 3BG,0,Shared House
2018/1/29,37 Salisbury Road, Cathays, Cardiff, CF24 4AA,8,Bedsits
2018/2/2,41 Wyeverne Road, Cathays, Cardiff, CF24 4BG,4,Shared House
2018/2/5,51 Cranbrook Street, Cathays, Cardiff, CF24 4AL,0,Shared House
2018/2/5,10 Rhymney Terrace, Cathays, Cardiff, CF24 4DE,4,Shared House
2018/2/5,16 Flora Street, Cathays, Cardiff, CF24 4EP,4,Shared House
2018/2/5,75 Upper Kincraig Street, Roath, Cardiff, CF24 3HB,4,Shared House
2018/2/7,54 May Street, Cathays, Cardiff, CF24 4EX,4,Shared House
2018/2/7,37 Lochaber Street, Roath, Cardiff, CF24 3LS,6,Shared House
2018/2/7,108 Donald Street, Roath, Cardiff, CF24 4TN,7,Shared House
2018/2/9,30  Cyfarthfa Street, Roath, Cardiff, CF24 3HE,1,
2018/2/12,11 Miskin Street, Cathays, Cardiff, CF24 4AQ,6,Flats Section 257
2018/2/12,39 Coburn Street, Cathays, Cardiff, CF24 4BQ,,Shared House
2018/2/12,31 Harriet Street, Cathays, Cardiff, CF24 4BU,4,Shared House
2018/2/12,4 Harriet Street, Cathays, Cardiff, CF24 4BY,5,Shared House
2018/2/12,4 Letty Street, Cathays, Cardiff, CF24 4EJ,6,Shared House
2018/2/12,8 Brithdir Street, Cathays, Cardiff, CF24 4LG,4,Shared House
2018/2/12,24a Crwys Road, Cathays, Cardiff, CF24 4NL,4,Shared House
2018/2/12,165 Malefant Street, Cathays, Cardiff, CF24 4QG,4,Shared House
2018/2/12,63 Ninian Road, Roath, Cardiff, CF23 5EL,5,Self Contained Flats
2018/2/12,40 Russell Street, Roath, Cardiff, CF24 3BG,5,Shared House
